sentence,sentiment,topic,sentence_seg
cô dạy chi tiết và rễ hiểu .,positive,lecturer,cô dạy chi_tiết và rễ hiểu .
"một số nội dung không rõ , không có nhiều ví dụ cụ thể .",negative,training_program,"một_số nội_dung không rõ , không có nhiều ví_dụ cụ_thể ."
luôn cho bài tập cực nhiều .,positive,lecturer,luôn cho bài_tập cực nhiều .
cô giảng tận tình .,positive,lecturer,cô giảng tận_tình .
"còn kiểm tra thì nên thuyết trình hoặc làm đề tài là hay nhất , đừng làm mấy bài kiểm tra làm chi , vừa chẳng khẳng định được người đó có kỹ năng chưa , chỉ chạy theo chỉ tiêu và nhồi sọ .",negative,training_program,"còn kiểm_tra thì nên thuyết_trình hoặc làm đề_tài là hay nhất , đừng làm mấy bài kiểm_tra làm_chi , vừa chẳng khẳng_định được người đó có kỹ_năng chưa , chỉ chạy theo chỉ_tiêu và nhồi_sọ ."
thông tin đầy đủ về môn học cho sinh viên khi sinh viên đăng ký môn học .,neutral,training_program,thông_tin đầy_đủ về môn_học cho sinh_viên khi sinh_viên đăng_ký môn_học .
đảm bảo đúng thời gian lên lớp .,positive,training_program,đảm_bảo đúng thời_gian lên_lớp .
"giáo viên nhiệt tình , giảng bài dễ hiểu .",positive,lecturer,"giáo_viên nhiệt_tình , giảng bài dễ hiểu ."
"giảng viên đưa ra những ví dụ cụ thể , hay gặp lỗi nhất trong phần giảng dạy .",positive,lecturer,"giảng_viên đưa ra những ví_dụ cụ_thể , hay gặp lỗi nhất trong phần giảng_dạy ."
"chia sẻ nhiều chuyện xung quanh môn học , mang lại tiếng cười cho sinh viên .",positive,training_program,"chia_sẻ nhiều chuyện xung_quanh môn_học , mang lại tiếng cười cho sinh_viên ."
"cô rất tận tình với sinh viên , hỗ trợ rất tốt cho các bạn , các tài liệu của cô rất thực tế , làm mẫu để các bạn học hỏi .",positive,lecturer,"cô rất tận_tình với sinh_viên , hỗ_trợ rất tốt cho các bạn , các tài_liệu của cô rất thực_tế , làm mẫu để các bạn học_hỏi ."
"đề thi còn khó đối với sinh viên , đó chưa phải mức trung bình mà học sinh học lực trung bình làm được .",negative,training_program,"đề thi còn khó đối_với sinh_viên , đó chưa phải mức trung_bình mà học_sinh_học_lực trung_bình làm được ."
thầy dạy rất dễ hiểu và tận tâm .,positive,lecturer,thầy dạy rất dễ hiểu và tận_tâm .
mỗi khi lấy micro lại phải lấy thêm cả loa .,neutral,facility,mỗi khi lấy micro lại phải lấy thêm cả loa .
"thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán .",positive,lecturer,"thầy giảng bài cực_kỳ thu_hút , dễ hiểu , không gây buồn_ngủ , nhàm_chán ."
"lớp rất đông sinh viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp thu bài học .",negative,facility,"lớp rất đông sinh_viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp_thu bài_học ."
giảng dạy hơi khó hiểu .,negative,lecturer,giảng_dạy hơi khó hiểu .
giảng dạy rất tận tình .,positive,lecturer,giảng_dạy rất tận_tình .
"dạy qua loa , không chú ý đến sinh viên .",negative,lecturer,"dạy qua_loa , không chú_ý đến sinh_viên ."
nhưng khi thi cuối kỳ thì kiến thức quá khó .,negative,training_program,nhưng khi thi cuối kỳ thì kiến_thức quá khó .
giảng bài nhiệt tình .,positive,lecturer,giảng bài nhiệt_tình .
"giảng dạy rất nhiệt tình , tạo cho sinh viên có tính chủ động , rèn luyện kỹ năng làm việc nhóm .",positive,lecturer,"giảng_dạy rất nhiệt_tình , tạo cho sinh_viên có tính chủ_động , rèn_luyện kỹ_năng làm_việc nhóm ."
còn ít giao tiếp với học sinh về chuyên môn .,negative,lecturer,còn ít giao_tiếp với học_sinh về chuyên_môn .
"phải nói một câu là doubledot "" sao thầy thắc mắc nhiều vậy thầy ? "" , mới đầu em cũng hơi sợ dot em còn chưa hiểu cái môn học gì .",negative,lecturer,"phải nói một câu là doubledot "" sao thầy thắc_mắc nhiều vậy thầy ? "" , mới_đầu em cũng hơi sợ dot em còn chưa hiểu cái môn_học gì ."
nên tăng số buổi thực hành .,negative,training_program,nên tăng số buổi thực_hành .
"máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn .",negative,facility,"máy nghe nên được trang_bị tốt hơn , phòng học nên sáng hơn ."
đúng giờ và nhiệt tình .,positive,lecturer,đúng giờ và nhiệt_tình .
sinh viên không hiểu bài .,negative,training_program,sinh_viên không hiểu bài .
"cô dạy hay , thích lên lớp cô dạy .",positive,lecturer,"cô dạy hay , thích lên_lớp cô dạy ."
"cô dạy nhiệt tình , luôn quan tâm đến học sinh .",positive,lecturer,"cô dạy nhiệt_tình , luôn quan_tâm đến học_sinh ."
"nhiệt tình , tiếp cận hỗ trợ tốt những điểm không hiểu của sinh viên , truyền đạt tốt , tạo nhịp điệu cho buổi học .",positive,lecturer,"nhiệt_tình , tiếp_cận hỗ_trợ tốt những điểm không hiểu của sinh_viên , truyền_đạt tốt , tạo nhịp_điệu cho buổi học ."
đôi lúc giảng hơi nhanh .,neutral,lecturer,đôi lúc giảng hơi nhanh .
nhiệt tình tận tâm trong giảng dạy !,positive,lecturer,nhiệt_tình tận_tâm trong giảng_dạy !
"cô wzjwz272 rất nhiệt tình với sinh viên , tạo nhiều điều kiện để sinh viên đạt kết quả học tập cao .",positive,lecturer,"cô wzjwz272 rất nhiệt_tình với sinh_viên , tạo nhiều điều_kiện để sinh_viên đạt kết_quả học_tập cao ."
"thầy dạy khó hiểu quá , tụi em tiếp thu vô được rất ít .",negative,lecturer,"thầy dạy khó hiểu quá , tụi em tiếp_thu vô được rất ít ."
"nên cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp với thực tiễn .",negative,training_program,"nên cập_nhật đề_cương giảng_dạy môn_học thường_xuyên , kiến_thức phù_hợp với thực_tiễn ."
"thầy dạy nhiệt tình , dễ hiểu , dễ áp dụng làm bài thi .",positive,lecturer,"thầy dạy nhiệt_tình , dễ hiểu , dễ áp_dụng làm bài thi ."
"hơn nữa cô báo nghỉ rất trễ , cách rất sát giờ học .",negative,lecturer,"hơn nữa cô báo nghỉ rất trễ , cách rất sát giờ học ."
"nhiệt tình trong giảng dạy , vui vẻ .",positive,lecturer,"nhiệt_tình trong giảng_dạy , vui_vẻ ."
thời gian học trên lớp khá thoải mái .,positive,training_program,thời_gian học trên lớp khá thoải_mái .
giáo trình khó hiểu .,negative,training_program,giáo_trình khó hiểu .
giọng thầy giảng bài nghe rất là buốn ngủ .,negative,lecturer,giọng thầy giảng bài nghe rất là buốn ngủ .
"các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .",negative,training_program,"các môn_học cần có ứng_dụng thực_tiễn hơn , hiện_tại đặt nặng quá nhiều về lý_thuyết suông , học cho_qua cũng không để lại gì , không gây hứng_thú ."
"cách truyền đạt , sự tận tâm của giảng viên .",positive,lecturer,"cách truyền_đạt , sự tận_tâm của giảng_viên ."
"giảng viên giảng dạy tận tình , dễ hiểu .",positive,lecturer,"giảng_viên giảng_dạy tận_tình , dễ hiểu ."
được .,positive,lecturer,được .
giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn ) .,negative,lecturer,giảng_viên không đến lớp nhưng không báo trước với phòng đào_tạo hay lớp trưởng ( không có thông_báo nghỉ trên daadotuitdotedudotvn ) .
thầy dạy kỹ nhiệt tình .,positive,lecturer,thầy dạy kỹ nhiệt_tình .
"thầy vui tính , nhiệt tình , dạy dễ hiểu .",positive,lecturer,"thầy vui_tính , nhiệt_tình , dạy dễ hiểu ."
nên đổi sang ht1 .,negative,training_program,nên đổi sang ht1 .
"thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ .",positive,lecturer,"thầy rất nhiệt_tình , tận_tâm , hỗ_trợ sinh_viên làm đồ_án rất nhiệt_tình , vui_vẻ ."
"dạy hay dễ hiểu , lên lớp đầy đủ .",positive,lecturer,"dạy hay dễ hiểu , lên_lớp đầy_đủ ."
đúng thời gian lên lớp và tận tình giảng dạy .,positive,lecturer,đúng thời_gian lên_lớp và tận_tình giảng_dạy .
cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .,negative,facility,cơ_sở vật_chất cần chuẩn_bị tốt hơn để giảng_viên có điều_kiện tốt để giảng_dạy .
ở mỗi bài cô có thể nhận xét cái đúng và cái sai để nhóm có thể biết được nhóm đã sai những gì để có thể tránh trong các thiết kế sau này .,negative,lecturer,ở mỗi bài cô có_thể nhận_xét cái đúng và cái sai để nhóm có_thể biết được nhóm đã sai những gì để có_thể tránh trong các thiết_kế sau_này .
phương thức giảng dạy .,neutral,training_program,phương_thức giảng_dạy .
"thầy rất thoải mải trò chuyện để giải quyết thắc mắc cho sinh viên , chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc .",positive,lecturer,"thầy rất thoải mải trò_chuyện để giải_quyết thắc_mắc cho sinh_viên , chỉ_dẫn những cách làm bài dễ hiểu để cho sinh_viên không bị vướng_mắc ."
"thầy dạy nói rất nhanh , khó hiểu .",negative,lecturer,"thầy dạy nói rất nhanh , khó hiểu ."
"cung cấp nhiều kiến thức mới , hay .",positive,lecturer,"cung_cấp nhiều kiến_thức mới , hay ."
nên nói sâu về những vấn đề khó .,negative,lecturer,nên nói sâu về những vấn_đề khó .
cô rất nhiệt tình và gửi nhiều tâm huyết trong bài giảng .,positive,lecturer,cô rất nhiệt_tình và gửi nhiều tâm_huyết trong bài giảng .
môn học này quá tải .,negative,training_program,môn_học này quá_tải .
cô nhiệt tình và tận tâm với lớp .,positive,lecturer,cô nhiệt_tình và tận_tâm với lớp .
kiến thức rộng .,positive,training_program,kiến_thức rộng .
các thầy nên cho đề cương ôn sát với phần thi .,negative,lecturer,các thầy nên cho đề_cương ôn sát với phần thi .
"dạy không có chuẩn bị trước , chỉ đọc slide .",negative,lecturer,"dạy không có chuẩn_bị trước , chỉ đọc slide ."
đặc biệt với sự hướng dẫn của thầy wzjwz162 .,negative,lecturer,đặc_biệt với sự hướng_dẫn của thầy wzjwz162 .
"cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù là chỉ là lớp thực hành , nên để cô tiếp tục giảng dạy trong các học kỳ tới .",positive,lecturer,"cô wzjwz131 dạy hầu_hết kiến_thức cho sinh_viên dù là chỉ là lớp thực_hành , nên để cô tiếp_tục giảng_dạy trong các học_kỳ tới ."
"hay nói dông dài trong giờ học , giảng dạy chưa nhiệt tình , buồn ngủ .",negative,lecturer,"hay nói dông_dài trong giờ học , giảng_dạy chưa nhiệt_tình , buồn_ngủ ."
"giáo viên nhiệt tình , tâm huyết , vui tính .",positive,lecturer,"giáo_viên nhiệt_tình , tâm_huyết , vui_tính ."
chỉ bảo tự tìm hiểu .,negative,lecturer,chỉ_bảo tự tìm_hiểu .
các trang bị để nghe không rõ .,negative,facility,các trang_bị để nghe không rõ .
có thể mời thêm các anh chị khóa trên tham gia chia sẻ kinh nghiệm học tập cũng như làm việc .,positive,lecturer,có_thể mời thêm các anh_chị khóa trên tham_gia chia_sẻ kinh_nghiệm học_tập cũng như làm_việc .
chắc gì những gì sinh viên nói đã đúng .,negative,training_program,chắc gì những gì sinh_viên nói đã đúng .
cung cấp nhiều kiến thức hay cho sinh viên .,positive,training_program,cung_cấp nhiều kiến_thức hay cho sinh_viên .
góp phần truyền cảm hứng cho học viên .,positive,lecturer,góp_phần truyền_cảm_hứng cho học_viên .
